Epoch: 0, The losses are OrderedDict([('G_GAN', 2.4467854499816895), ('D_real', 0.1538291871547699), ('D_fake', 0.2342093288898468), ('G', 6.884327411651611), ('NCE', 4.437541961669922)])
Epoch: 12, The losses are OrderedDict([('G_GAN', 1.543797254562378), ('D_real', 0.33694303035736084), ('D_fake', 0.11062029004096985), ('G', 5.1912736892700195), ('NCE', 3.6474766731262207)])
Epoch: 13, The losses are OrderedDict([('G_GAN', 1.5262129306793213), ('D_real', 0.5909664630889893), ('D_fake', 0.16133128106594086), ('G', 5.704051971435547), ('NCE', 4.177839279174805)])
Epoch: 14, The losses are OrderedDict([('G_GAN', 2.9790902137756348), ('D_real', 0.02410479262471199), ('D_fake', 0.34528064727783203), ('G', 7.395912170410156), ('NCE', 4.4168219566345215)])
Epoch: 15, The losses are OrderedDict([('G_GAN', 1.3520302772521973), ('D_real', 0.22144630551338196), ('D_fake', 0.2122584730386734), ('G', 5.266526222229004), ('NCE', 3.9144959449768066)])
Epoch: 16, The losses are OrderedDict([('G_GAN', 1.7719745635986328), ('D_real', 0.3360752463340759), ('D_fake', 0.1840379387140274), ('G', 6.098883152008057), ('NCE', 4.326908588409424)])
Epoch: 17, The losses are OrderedDict([('G_GAN', 1.3681004047393799), ('D_real', 0.25417667627334595), ('D_fake', 0.18806159496307373), ('G', 5.063765048980713), ('NCE', 3.695664644241333)])
Epoch: 18, The losses are OrderedDict([('G_GAN', 1.626717209815979), ('D_real', 0.17644280195236206), ('D_fake', 0.15454010665416718), ('G', 4.597668170928955), ('NCE', 2.9709508419036865)])
Epoch: 19, The losses are OrderedDict([('G_GAN', 1.619601845741272), ('D_real', 0.3263743817806244), ('D_fake', 0.16259869933128357), ('G', 4.863282203674316), ('NCE', 3.243680238723755)])
Epoch: 20, The losses are OrderedDict([('G_GAN', 1.7287352085113525), ('D_real', 0.2405577003955841), ('D_fake', 0.17689667642116547), ('G', 4.961202621459961), ('NCE', 3.2324674129486084)])
Epoch: 21, The losses are OrderedDict([('G_GAN', 2.808871030807495), ('D_real', 0.06344109028577805), ('D_fake', 0.2148924022912979), ('G', 6.113879203796387), ('NCE', 3.3050084114074707)])
Epoch: 22, The losses are OrderedDict([('G_GAN', 1.285668134689331), ('D_real', 0.3684958219528198), ('D_fake', 0.1495242416858673), ('G', 5.095859527587891), ('NCE', 3.8101913928985596)])
Epoch: 23, The losses are OrderedDict([('G_GAN', 1.4140994548797607), ('D_real', 0.2263725847005844), ('D_fake', 0.14430776238441467), ('G', 5.048223972320557), ('NCE', 3.634124517440796)])
Epoch: 24, The losses are OrderedDict([('G_GAN', 1.7993829250335693), ('D_real', 0.2477193921804428), ('D_fake', 0.245426207780838), ('G', 5.019576549530029), ('NCE', 3.22019362449646)])
Epoch: 25, The losses are OrderedDict([('G_GAN', 2.1624696254730225), ('D_real', 0.2613757252693176), ('D_fake', 0.04941711947321892), ('G', 5.563345432281494), ('NCE', 3.4008758068084717)])
Epoch: 26, The losses are OrderedDict([('G_GAN', 1.3249764442443848), ('D_real', 0.40897759795188904), ('D_fake', 0.18630154430866241), ('G', 4.957666397094727), ('NCE', 3.632690191268921)])
Epoch: 27, The losses are OrderedDict([('G_GAN', 1.7529460191726685), ('D_real', 0.19267039000988007), ('D_fake', 0.16557252407073975), ('G', 5.241231441497803), ('NCE', 3.488285541534424)])
Epoch: 28, The losses are OrderedDict([('G_GAN', 1.7560197114944458), ('D_real', 0.20267994701862335), ('D_fake', 0.23576967418193817), ('G', 5.332180500030518), ('NCE', 3.5761609077453613)])
Epoch: 29, The losses are OrderedDict([('G_GAN', 2.0277981758117676), ('D_real', 0.16046014428138733), ('D_fake', 0.17252522706985474), ('G', 5.128043174743652), ('NCE', 3.1002449989318848)])
Epoch: 30, The losses are OrderedDict([('G_GAN', 2.5969173908233643), ('D_real', 0.06894326955080032), ('D_fake', 0.25422221422195435), ('G', 5.770922660827637), ('NCE', 3.1740050315856934)])
Epoch: 31, The losses are OrderedDict([('G_GAN', 1.4700759649276733), ('D_real', 0.3827824890613556), ('D_fake', 0.2302645444869995), ('G', 4.568676948547363), ('NCE', 3.0986008644104004)])
Epoch: 32, The losses are OrderedDict([('G_GAN', 1.0385746955871582), ('D_real', 0.34990453720092773), ('D_fake', 0.20999294519424438), ('G', 4.271914005279541), ('NCE', 3.233339309692383)])
Epoch: 33, The losses are OrderedDict([('G_GAN', 2.47531795501709), ('D_real', 0.052631039172410965), ('D_fake', 0.27166563272476196), ('G', 5.526444435119629), ('NCE', 3.051126718521118)])
Epoch: 34, The losses are OrderedDict([('G_GAN', 2.9421865940093994), ('D_real', 0.05990619212388992), ('D_fake', 0.09720578789710999), ('G', 6.301799297332764), ('NCE', 3.3596127033233643)])
Epoch: 35, The losses are OrderedDict([('G_GAN', 1.916189193725586), ('D_real', 0.10844201594591141), ('D_fake', 0.15410369634628296), ('G', 5.204707145690918), ('NCE', 3.288517713546753)])
Epoch: 36, The losses are OrderedDict([('G_GAN', 1.5393463373184204), ('D_real', 0.36132580041885376), ('D_fake', 0.07585255801677704), ('G', 4.517450332641602), ('NCE', 2.9781041145324707)])
Epoch: 37, The losses are OrderedDict([('G_GAN', 1.8075610399246216), ('D_real', 0.1957724392414093), ('D_fake', 0.1356109231710434), ('G', 4.828042984008789), ('NCE', 3.020482063293457)])
Epoch: 38, The losses are OrderedDict([('G_GAN', 1.420346736907959), ('D_real', 0.3227105736732483), ('D_fake', 0.17888523638248444), ('G', 4.485071659088135), ('NCE', 3.064724922180176)])
Epoch: 39, The losses are OrderedDict([('G_GAN', 1.729353904724121), ('D_real', 0.3143698573112488), ('D_fake', 0.09518664330244064), ('G', 4.917884826660156), ('NCE', 3.1885311603546143)])
Epoch: 40, The losses are OrderedDict([('G_GAN', 3.222029685974121), ('D_real', 0.0647851973772049), ('D_fake', 0.17007336020469666), ('G', 6.7501325607299805), ('NCE', 3.5281026363372803)])
Epoch: 41, The losses are OrderedDict([('G_GAN', 3.1308541297912598), ('D_real', 0.03837856650352478), ('D_fake', 0.069363534450531), ('G', 6.899899482727051), ('NCE', 3.769045352935791)])
Epoch: 42, The losses are OrderedDict([('G_GAN', 3.6450870037078857), ('D_real', 0.04413166269659996), ('D_fake', 0.16687439382076263), ('G', 6.990725517272949), ('NCE', 3.3456387519836426)])
Epoch: 43, The losses are OrderedDict([('G_GAN', 1.3431432247161865), ('D_real', 0.35646528005599976), ('D_fake', 0.17862176895141602), ('G', 4.831202507019043), ('NCE', 3.4880592823028564)])
Epoch: 44, The losses are OrderedDict([('G_GAN', 3.245394706726074), ('D_real', 0.0968998596072197), ('D_fake', 0.10637525469064713), ('G', 6.439836502075195), ('NCE', 3.194441795349121)])
Epoch: 45, The losses are OrderedDict([('G_GAN', 3.933014392852783), ('D_real', 0.025047078728675842), ('D_fake', 0.14885549247264862), ('G', 7.124349594116211), ('NCE', 3.1913349628448486)])
Epoch: 46, The losses are OrderedDict([('G_GAN', 2.4580047130584717), ('D_real', 0.18808549642562866), ('D_fake', 0.11418391764163971), ('G', 5.918710231781006), ('NCE', 3.460705518722534)])
Epoch: 47, The losses are OrderedDict([('G_GAN', 1.6138161420822144), ('D_real', 0.36506280303001404), ('D_fake', 0.25661444664001465), ('G', 4.6808295249938965), ('NCE', 3.0670132637023926)])
Epoch: 48, The losses are OrderedDict([('G_GAN', 2.9810752868652344), ('D_real', 0.1720903068780899), ('D_fake', 0.19328203797340393), ('G', 6.949357986450195), ('NCE', 3.968282699584961)])
Epoch: 49, The losses are OrderedDict([('G_GAN', 1.4575471878051758), ('D_real', 0.37433451414108276), ('D_fake', 0.14310148358345032), ('G', 4.790994644165039), ('NCE', 3.333447217941284)])
Epoch: 50, The losses are OrderedDict([('G_GAN', 2.8999710083007812), ('D_real', 0.37972161173820496), ('D_fake', 0.18159691989421844), ('G', 7.176671981811523), ('NCE', 4.276700973510742)])
Epoch: 51, The losses are OrderedDict([('G_GAN', 2.1137735843658447), ('D_real', 0.10239750891923904), ('D_fake', 0.22189189493656158), ('G', 5.342318534851074), ('NCE', 3.2285449504852295)])
Epoch: 52, The losses are OrderedDict([('G_GAN', 1.7689933776855469), ('D_real', 0.303872287273407), ('D_fake', 0.13069674372673035), ('G', 5.635571002960205), ('NCE', 3.866577625274658)])
Epoch: 53, The losses are OrderedDict([('G_GAN', 2.377500057220459), ('D_real', 0.15964466333389282), ('D_fake', 0.2414754182100296), ('G', 5.734836578369141), ('NCE', 3.3573367595672607)])
Epoch: 54, The losses are OrderedDict([('G_GAN', 2.100842237472534), ('D_real', 0.3173310458660126), ('D_fake', 0.2748146653175354), ('G', 5.573887825012207), ('NCE', 3.4730453491210938)])
Epoch: 55, The losses are OrderedDict([('G_GAN', 2.3605659008026123), ('D_real', 0.06540068984031677), ('D_fake', 0.19880276918411255), ('G', 6.427822113037109), ('NCE', 4.067255973815918)])
Epoch: 56, The losses are OrderedDict([('G_GAN', 2.3754873275756836), ('D_real', 0.23295244574546814), ('D_fake', 0.18665257096290588), ('G', 5.418570041656494), ('NCE', 3.0430827140808105)])
Epoch: 57, The losses are OrderedDict([('G_GAN', 2.0294535160064697), ('D_real', 0.1343396008014679), ('D_fake', 0.37141650915145874), ('G', 5.362863540649414), ('NCE', 3.3334100246429443)])
Epoch: 58, The losses are OrderedDict([('G_GAN', 1.0162640810012817), ('D_real', 0.6480019688606262), ('D_fake', 0.2269071489572525), ('G', 4.723169326782227), ('NCE', 3.7069053649902344)])
Epoch: 59, The losses are OrderedDict([('G_GAN', 1.623536229133606), ('D_real', 0.20454654097557068), ('D_fake', 0.32252246141433716), ('G', 5.475277900695801), ('NCE', 3.8517417907714844)])
Epoch: 60, The losses are OrderedDict([('G_GAN', 2.0409586429595947), ('D_real', 0.2536064088344574), ('D_fake', 0.06393183767795563), ('G', 5.626055717468262), ('NCE', 3.585096836090088)])
Epoch: 61, The losses are OrderedDict([('G_GAN', 2.1263427734375), ('D_real', 0.10697692632675171), ('D_fake', 0.35004130005836487), ('G', 6.808288097381592), ('NCE', 4.681945323944092)])
Epoch: 62, The losses are OrderedDict([('G_GAN', 2.591677665710449), ('D_real', 0.08092962950468063), ('D_fake', 0.2545716166496277), ('G', 6.38714599609375), ('NCE', 3.7954680919647217)])
Epoch: 63, The losses are OrderedDict([('G_GAN', 1.7797657251358032), ('D_real', 0.17153340578079224), ('D_fake', 0.29272231459617615), ('G', 5.1638054847717285), ('NCE', 3.3840396404266357)])
Epoch: 64, The losses are OrderedDict([('G_GAN', 2.686344623565674), ('D_real', 0.16609720885753632), ('D_fake', 0.038531672209501266), ('G', 6.4687089920043945), ('NCE', 3.7823646068573)])
Epoch: 65, The losses are OrderedDict([('G_GAN', 1.3629357814788818), ('D_real', 0.4236637353897095), ('D_fake', 0.1022145077586174), ('G', 4.316036701202393), ('NCE', 2.9531009197235107)])
Epoch: 66, The losses are OrderedDict([('G_GAN', 2.288011074066162), ('D_real', 0.17450134456157684), ('D_fake', 0.15190449357032776), ('G', 5.13014030456543), ('NCE', 2.8421292304992676)])
Epoch: 67, The losses are OrderedDict([('G_GAN', 3.9637844562530518), ('D_real', 0.0673113539814949), ('D_fake', 0.17127862572669983), ('G', 7.442154884338379), ('NCE', 3.4783706665039062)])
Epoch: 68, The losses are OrderedDict([('G_GAN', 2.688121795654297), ('D_real', 0.19504979252815247), ('D_fake', 0.10531828552484512), ('G', 6.121984481811523), ('NCE', 3.4338626861572266)])
Epoch: 69, The losses are OrderedDict([('G_GAN', 2.3202381134033203), ('D_real', 0.2811027765274048), ('D_fake', 0.1093754693865776), ('G', 5.709943771362305), ('NCE', 3.3897054195404053)])
Epoch: 70, The losses are OrderedDict([('G_GAN', 2.668853759765625), ('D_real', 0.16547170281410217), ('D_fake', 0.15933527052402496), ('G', 6.4163899421691895), ('NCE', 3.7475361824035645)])
Epoch: 71, The losses are OrderedDict([('G_GAN', 1.2894563674926758), ('D_real', 0.42378711700439453), ('D_fake', 0.1709568053483963), ('G', 4.418858528137207), ('NCE', 3.1294021606445312)])
Epoch: 72, The losses are OrderedDict([('G_GAN', 2.1687777042388916), ('D_real', 0.2864827811717987), ('D_fake', 0.09808960556983948), ('G', 5.842757225036621), ('NCE', 3.6739792823791504)])
Epoch: 73, The losses are OrderedDict([('G_GAN', 3.2904677391052246), ('D_real', 0.048905014991760254), ('D_fake', 0.1120452880859375), ('G', 6.291836261749268), ('NCE', 3.001368522644043)])
Epoch: 74, The losses are OrderedDict([('G_GAN', 2.222700834274292), ('D_real', 0.16559536755084991), ('D_fake', 0.17235155403614044), ('G', 5.827595233917236), ('NCE', 3.6048943996429443)])
Epoch: 75, The losses are OrderedDict([('G_GAN', 2.9433846473693848), ('D_real', 0.07717476040124893), ('D_fake', 0.12121302634477615), ('G', 6.265469551086426), ('NCE', 3.32208514213562)])
Epoch: 76, The losses are OrderedDict([('G_GAN', 2.5474607944488525), ('D_real', 0.2722000479698181), ('D_fake', 0.16207526624202728), ('G', 5.972906112670898), ('NCE', 3.425445556640625)])
Epoch: 77, The losses are OrderedDict([('G_GAN', 1.647666096687317), ('D_real', 0.19671730697155), ('D_fake', 0.1980678141117096), ('G', 4.69934606552124), ('NCE', 3.051680088043213)])
Epoch: 78, The losses are OrderedDict([('G_GAN', 1.9105325937271118), ('D_real', 0.2059376984834671), ('D_fake', 0.12247063964605331), ('G', 5.309805870056152), ('NCE', 3.39927339553833)])
Epoch: 79, The losses are OrderedDict([('G_GAN', 2.0168027877807617), ('D_real', 0.17022891342639923), ('D_fake', 0.1707862764596939), ('G', 5.52588415145874), ('NCE', 3.5090813636779785)])
Epoch: 80, The losses are OrderedDict([('G_GAN', 2.337873935699463), ('D_real', 0.10418058931827545), ('D_fake', 0.11922130733728409), ('G', 5.9780473709106445), ('NCE', 3.6401736736297607)])
Epoch: 81, The losses are OrderedDict([('G_GAN', 1.6876411437988281), ('D_real', 0.41248658299446106), ('D_fake', 0.07993466407060623), ('G', 4.908818244934082), ('NCE', 3.221177339553833)])
Epoch: 82, The losses are OrderedDict([('G_GAN', 1.9345879554748535), ('D_real', 0.2606744170188904), ('D_fake', 0.13992267847061157), ('G', 5.284553527832031), ('NCE', 3.349965810775757)])
Epoch: 83, The losses are OrderedDict([('G_GAN', 1.8398979902267456), ('D_real', 0.33871665596961975), ('D_fake', 0.15332980453968048), ('G', 5.197000026702881), ('NCE', 3.3571019172668457)])
Epoch: 84, The losses are OrderedDict([('G_GAN', 3.9148941040039062), ('D_real', 0.041590623557567596), ('D_fake', 0.4462505578994751), ('G', 6.966768264770508), ('NCE', 3.0518739223480225)])
Epoch: 85, The losses are OrderedDict([('G_GAN', 3.1325433254241943), ('D_real', 0.07473704218864441), ('D_fake', 0.17823518812656403), ('G', 6.320832252502441), ('NCE', 3.188288927078247)])
Epoch: 86, The losses are OrderedDict([('G_GAN', 1.6734638214111328), ('D_real', 0.31790822744369507), ('D_fake', 0.2678774297237396), ('G', 4.941533088684082), ('NCE', 3.26806902885437)])
Epoch: 87, The losses are OrderedDict([('G_GAN', 1.538325548171997), ('D_real', 0.45786553621292114), ('D_fake', 0.10507272183895111), ('G', 5.085312843322754), ('NCE', 3.546987533569336)])
Epoch: 88, The losses are OrderedDict([('G_GAN', 3.2302470207214355), ('D_real', 0.08541931211948395), ('D_fake', 0.10223755240440369), ('G', 6.911602020263672), ('NCE', 3.6813549995422363)])
Epoch: 89, The losses are OrderedDict([('G_GAN', 2.0562033653259277), ('D_real', 0.18535836040973663), ('D_fake', 0.26655322313308716), ('G', 5.167470455169678), ('NCE', 3.11126708984375)])
Epoch: 90, The losses are OrderedDict([('G_GAN', 3.744678020477295), ('D_real', 0.11291632056236267), ('D_fake', 0.18180574476718903), ('G', 7.130640029907227), ('NCE', 3.3859622478485107)])
Epoch: 91, The losses are OrderedDict([('G_GAN', 1.9802417755126953), ('D_real', 0.26162436604499817), ('D_fake', 0.15620936453342438), ('G', 5.364109516143799), ('NCE', 3.3838677406311035)])
Epoch: 92, The losses are OrderedDict([('G_GAN', 3.0109641551971436), ('D_real', 0.1326618492603302), ('D_fake', 0.10217400640249252), ('G', 6.9444475173950195), ('NCE', 3.933483600616455)])
Epoch: 93, The losses are OrderedDict([('G_GAN', 1.8876209259033203), ('D_real', 0.1859205663204193), ('D_fake', 0.19035060703754425), ('G', 4.849569320678711), ('NCE', 2.9619481563568115)])
Epoch: 94, The losses are OrderedDict([('G_GAN', 3.177762031555176), ('D_real', 0.12637385725975037), ('D_fake', 0.25649043917655945), ('G', 7.100345611572266), ('NCE', 3.9225833415985107)])
Epoch: 95, The losses are OrderedDict([('G_GAN', 1.853058934211731), ('D_real', 0.2889615297317505), ('D_fake', 0.05822537839412689), ('G', 5.495874404907227), ('NCE', 3.642815351486206)])
Epoch: 96, The losses are OrderedDict([('G_GAN', 3.280733585357666), ('D_real', 0.21087680757045746), ('D_fake', 0.12786512076854706), ('G', 6.603936195373535), ('NCE', 3.3232028484344482)])
Epoch: 97, The losses are OrderedDict([('G_GAN', 2.492030143737793), ('D_real', 0.23598618805408478), ('D_fake', 0.08446410298347473), ('G', 5.750185012817383), ('NCE', 3.258155107498169)])
Epoch: 98, The losses are OrderedDict([('G_GAN', 2.9668376445770264), ('D_real', 0.12423344701528549), ('D_fake', 0.25653040409088135), ('G', 6.153481483459473), ('NCE', 3.1866438388824463)])
Epoch: 99, The losses are OrderedDict([('G_GAN', 1.4286996126174927), ('D_real', 0.35154271125793457), ('D_fake', 0.13264921307563782), ('G', 4.351515769958496), ('NCE', 2.922816038131714)])
Epoch: 100, The losses are OrderedDict([('G_GAN', 2.058678150177002), ('D_real', 0.2892046272754669), ('D_fake', 0.08459378033876419), ('G', 5.417812347412109), ('NCE', 3.3591339588165283)])
Epoch: 101, The losses are OrderedDict([('G_GAN', 3.595402956008911), ('D_real', 0.030200209468603134), ('D_fake', 0.24698679149150848), ('G', 7.254573822021484), ('NCE', 3.659170627593994)])
Epoch: 102, The losses are OrderedDict([('G_GAN', 2.2572877407073975), ('D_real', 0.2055830955505371), ('D_fake', 0.0475170724093914), ('G', 4.8888654708862305), ('NCE', 2.631577730178833)])
Epoch: 103, The losses are OrderedDict([('G_GAN', 2.302201986312866), ('D_real', 0.12206955999135971), ('D_fake', 0.16693061590194702), ('G', 5.627112865447998), ('NCE', 3.324910879135132)])
Epoch: 104, The losses are OrderedDict([('G_GAN', 2.4222757816314697), ('D_real', 0.11255144327878952), ('D_fake', 0.13378897309303284), ('G', 5.397333145141602), ('NCE', 2.975057363510132)])
Epoch: 105, The losses are OrderedDict([('G_GAN', 2.2047665119171143), ('D_real', 0.21852560341358185), ('D_fake', 0.1168527603149414), ('G', 5.6045942306518555), ('NCE', 3.399827718734741)])
Epoch: 106, The losses are OrderedDict([('G_GAN', 3.0561575889587402), ('D_real', 0.12229973077774048), ('D_fake', 0.05518598109483719), ('G', 6.375985145568848), ('NCE', 3.3198277950286865)])
Epoch: 107, The losses are OrderedDict([('G_GAN', 2.0169730186462402), ('D_real', 0.24971099197864532), ('D_fake', 0.21317628026008606), ('G', 5.092998504638672), ('NCE', 3.0760257244110107)])
Epoch: 108, The losses are OrderedDict([('G_GAN', 1.715256690979004), ('D_real', 0.22211311757564545), ('D_fake', 0.17226922512054443), ('G', 5.082948684692383), ('NCE', 3.3676917552948)])
Epoch: 109, The losses are OrderedDict([('G_GAN', 2.575751543045044), ('D_real', 0.19205737113952637), ('D_fake', 0.1232365295290947), ('G', 6.253035068511963), ('NCE', 3.677283525466919)])
Epoch: 110, The losses are OrderedDict([('G_GAN', 2.168728828430176), ('D_real', 0.07215449213981628), ('D_fake', 0.23243556916713715), ('G', 5.364724159240723), ('NCE', 3.1959950923919678)])
Epoch: 111, The losses are OrderedDict([('G_GAN', 2.8186094760894775), ('D_real', 0.32359185814857483), ('D_fake', 0.11907082051038742), ('G', 6.242160797119141), ('NCE', 3.423551321029663)])
Epoch: 112, The losses are OrderedDict([('G_GAN', 1.602599859237671), ('D_real', 0.3078431487083435), ('D_fake', 0.19427548348903656), ('G', 4.913200855255127), ('NCE', 3.310600996017456)])
Epoch: 113, The losses are OrderedDict([('G_GAN', 3.0941109657287598), ('D_real', 0.10849069058895111), ('D_fake', 0.09293206036090851), ('G', 5.922198295593262), ('NCE', 2.828087568283081)])
Epoch: 114, The losses are OrderedDict([('G_GAN', 1.6719415187835693), ('D_real', 0.5410479307174683), ('D_fake', 0.08592020720243454), ('G', 5.987719535827637), ('NCE', 4.315777778625488)])
Epoch: 115, The losses are OrderedDict([('G_GAN', 3.0745110511779785), ('D_real', 0.0462384968996048), ('D_fake', 0.16195498406887054), ('G', 6.349848747253418), ('NCE', 3.2753379344940186)])
Epoch: 116, The losses are OrderedDict([('G_GAN', 3.545947313308716), ('D_real', 0.08924055844545364), ('D_fake', 0.3407178819179535), ('G', 6.664153099060059), ('NCE', 3.1182057857513428)])
Epoch: 117, The losses are OrderedDict([('G_GAN', 2.072488784790039), ('D_real', 0.29189255833625793), ('D_fake', 0.1314234733581543), ('G', 5.561494827270508), ('NCE', 3.4890060424804688)])
Epoch: 118, The losses are OrderedDict([('G_GAN', 2.5032830238342285), ('D_real', 0.2309882938861847), ('D_fake', 0.0982324406504631), ('G', 5.656081199645996), ('NCE', 3.1527979373931885)])
Epoch: 119, The losses are OrderedDict([('G_GAN', 2.586090087890625), ('D_real', 0.06203504651784897), ('D_fake', 0.12275511026382446), ('G', 5.461586952209473), ('NCE', 2.8754966259002686)])
Epoch: 120, The losses are OrderedDict([('G_GAN', 1.5902019739151), ('D_real', 0.33732870221138), ('D_fake', 0.10011221468448639), ('G', 4.6135573387146), ('NCE', 3.02335524559021)])
Epoch: 121, The losses are OrderedDict([('G_GAN', 2.6933951377868652), ('D_real', 0.11286678910255432), ('D_fake', 0.18723495304584503), ('G', 5.9969635009765625), ('NCE', 3.3035686016082764)])
Epoch: 122, The losses are OrderedDict([('G_GAN', 2.6185553073883057), ('D_real', 0.055097926408052444), ('D_fake', 0.20530852675437927), ('G', 5.7433600425720215), ('NCE', 3.124804735183716)])
Epoch: 123, The losses are OrderedDict([('G_GAN', 2.217949628829956), ('D_real', 0.35110095143318176), ('D_fake', 0.07179979979991913), ('G', 5.665164470672607), ('NCE', 3.4472148418426514)])
Epoch: 124, The losses are OrderedDict([('G_GAN', 3.834958076477051), ('D_real', 0.17448002099990845), ('D_fake', 0.4749939739704132), ('G', 8.276865005493164), ('NCE', 4.4419074058532715)])
Epoch: 125, The losses are OrderedDict([('G_GAN', 1.771140217781067), ('D_real', 0.32082024216651917), ('D_fake', 0.13709208369255066), ('G', 5.426870822906494), ('NCE', 3.6557304859161377)])
Epoch: 126, The losses are OrderedDict([('G_GAN', 2.7572906017303467), ('D_real', 0.11942847073078156), ('D_fake', 0.12337087094783783), ('G', 6.422277450561523), ('NCE', 3.6649868488311768)])
Epoch: 127, The losses are OrderedDict([('G_GAN', 2.8924896717071533), ('D_real', 0.08805403113365173), ('D_fake', 0.15233352780342102), ('G', 6.0904998779296875), ('NCE', 3.1980104446411133)])
Epoch: 128, The losses are OrderedDict([('G_GAN', 2.0875234603881836), ('D_real', 0.2087634652853012), ('D_fake', 0.05634022504091263), ('G', 4.858559608459473), ('NCE', 2.771036386489868)])
Epoch: 129, The losses are OrderedDict([('G_GAN', 3.491917371749878), ('D_real', 0.029611945152282715), ('D_fake', 0.1572328805923462), ('G', 6.442196369171143), ('NCE', 2.9502789974212646)])
Epoch: 130, The losses are OrderedDict([('G_GAN', 3.6896395683288574), ('D_real', 0.03273063153028488), ('D_fake', 0.08758596330881119), ('G', 7.009517669677734), ('NCE', 3.319878101348877)])
Epoch: 131, The losses are OrderedDict([('G_GAN', 2.7267823219299316), ('D_real', 0.13644181191921234), ('D_fake', 0.08577321469783783), ('G', 6.143698692321777), ('NCE', 3.4169163703918457)])
Epoch: 132, The losses are OrderedDict([('G_GAN', 2.6143767833709717), ('D_real', 0.07913519442081451), ('D_fake', 0.0952126756310463), ('G', 5.426423072814941), ('NCE', 2.812046527862549)])
Epoch: 133, The losses are OrderedDict([('G_GAN', 2.230510950088501), ('D_real', 0.06473326683044434), ('D_fake', 0.48639148473739624), ('G', 5.448192119598389), ('NCE', 3.2176811695098877)])
Epoch: 134, The losses are OrderedDict([('G_GAN', 2.4010303020477295), ('D_real', 0.1638711392879486), ('D_fake', 0.09496328979730606), ('G', 5.595367431640625), ('NCE', 3.1943373680114746)])
Epoch: 135, The losses are OrderedDict([('G_GAN', 3.1150918006896973), ('D_real', 0.03798047453165054), ('D_fake', 0.05225454643368721), ('G', 6.0432939529418945), ('NCE', 2.928201913833618)])
Epoch: 136, The losses are OrderedDict([('G_GAN', 3.105459690093994), ('D_real', 0.10225850343704224), ('D_fake', 0.34765011072158813), ('G', 6.71319055557251), ('NCE', 3.6077308654785156)])
Epoch: 137, The losses are OrderedDict([('G_GAN', 1.7000480890274048), ('D_real', 0.2278449535369873), ('D_fake', 0.12413547188043594), ('G', 5.019651889801025), ('NCE', 3.319603681564331)])
Epoch: 138, The losses are OrderedDict([('G_GAN', 2.1679437160491943), ('D_real', 0.33533984422683716), ('D_fake', 0.20253676176071167), ('G', 5.859559059143066), ('NCE', 3.691615343093872)])
Epoch: 139, The losses are OrderedDict([('G_GAN', 2.82834529876709), ('D_real', 0.1567917913198471), ('D_fake', 0.21120420098304749), ('G', 6.289694786071777), ('NCE', 3.4613494873046875)])
