Epoch: 0, The losses are OrderedDict([('G_GAN', 1.712669014930725), ('D_real', 0.39657658338546753), ('D_fake', 0.11781053245067596), ('G', 6.608015537261963), ('NCE', 4.895346641540527)])
Epoch: 11, The losses are OrderedDict([('G_GAN', 3.46832537651062), ('D_real', 0.02800774946808815), ('D_fake', 0.21574543416500092), ('G', 8.232887268066406), ('NCE', 4.764562129974365)])
Epoch: 12, The losses are OrderedDict([('G_GAN', 1.9654334783554077), ('D_real', 0.15141057968139648), ('D_fake', 0.15517657995224), ('G', 7.755714416503906), ('NCE', 5.790280818939209)])
Epoch: 13, The losses are OrderedDict([('G_GAN', 0.9199761748313904), ('D_real', 0.10220323503017426), ('D_fake', 0.514976441860199), ('G', 5.429117202758789), ('NCE', 4.509140968322754)])
Epoch: 14, The losses are OrderedDict([('G_GAN', 1.6064757108688354), ('D_real', 0.34665265679359436), ('D_fake', 0.12250098586082458), ('G', 6.309323787689209), ('NCE', 4.702847957611084)])
Epoch: 15, The losses are OrderedDict([('G_GAN', 1.4779614210128784), ('D_real', 0.39680734276771545), ('D_fake', 0.18614763021469116), ('G', 6.125202655792236), ('NCE', 4.647241115570068)])
Epoch: 16, The losses are OrderedDict([('G_GAN', 1.9011808633804321), ('D_real', 0.3782079219818115), ('D_fake', 0.09368347376585007), ('G', 5.668849468231201), ('NCE', 3.7676684856414795)])
Epoch: 17, The losses are OrderedDict([('G_GAN', 1.5662733316421509), ('D_real', 0.14484256505966187), ('D_fake', 0.19968585669994354), ('G', 7.720685958862305), ('NCE', 6.154412746429443)])
Epoch: 18, The losses are OrderedDict([('G_GAN', 2.243962526321411), ('D_real', 0.14162564277648926), ('D_fake', 0.06001622602343559), ('G', 6.6783857345581055), ('NCE', 4.434423446655273)])
Epoch: 19, The losses are OrderedDict([('G_GAN', 1.63527512550354), ('D_real', 0.4424351155757904), ('D_fake', 0.09907037019729614), ('G', 7.073877334594727), ('NCE', 5.438601970672607)])
Epoch: 20, The losses are OrderedDict([('G_GAN', 1.406036138534546), ('D_real', 0.3069016635417938), ('D_fake', 0.20331642031669617), ('G', 5.161553382873535), ('NCE', 3.7555172443389893)])
Epoch: 21, The losses are OrderedDict([('G_GAN', 2.4058122634887695), ('D_real', 0.09246362000703812), ('D_fake', 0.09827565401792526), ('G', 6.756880760192871), ('NCE', 4.351068496704102)])
Epoch: 22, The losses are OrderedDict([('G_GAN', 2.2434113025665283), ('D_real', 0.14830465614795685), ('D_fake', 0.08063556253910065), ('G', 5.86240816116333), ('NCE', 3.6189968585968018)])
Epoch: 23, The losses are OrderedDict([('G_GAN', 1.7825827598571777), ('D_real', 0.09154464304447174), ('D_fake', 0.33447176218032837), ('G', 6.832158088684082), ('NCE', 5.049575328826904)])
Epoch: 24, The losses are OrderedDict([('G_GAN', 1.930555820465088), ('D_real', 0.1646413952112198), ('D_fake', 0.26810988783836365), ('G', 6.800966739654541), ('NCE', 4.870410919189453)])
Epoch: 25, The losses are OrderedDict([('G_GAN', 2.704896926879883), ('D_real', 0.0753178745508194), ('D_fake', 0.06612377613782883), ('G', 7.93870210647583), ('NCE', 5.233805179595947)])
Epoch: 26, The losses are OrderedDict([('G_GAN', 2.3057050704956055), ('D_real', 0.2962431013584137), ('D_fake', 0.07897768169641495), ('G', 6.677597522735596), ('NCE', 4.37189245223999)])
Epoch: 27, The losses are OrderedDict([('G_GAN', 1.4349462985992432), ('D_real', 0.13336223363876343), ('D_fake', 0.43656447529792786), ('G', 5.79931640625), ('NCE', 4.364370346069336)])
Epoch: 28, The losses are OrderedDict([('G_GAN', 2.1278774738311768), ('D_real', 0.5143885016441345), ('D_fake', 0.028330417349934578), ('G', 6.339499473571777), ('NCE', 4.21162223815918)])
Epoch: 29, The losses are OrderedDict([('G_GAN', 1.9057462215423584), ('D_real', 0.2755453288555145), ('D_fake', 0.06304685771465302), ('G', 7.128850936889648), ('NCE', 5.223104953765869)])
Epoch: 30, The losses are OrderedDict([('G_GAN', 1.6741889715194702), ('D_real', 0.3467773199081421), ('D_fake', 0.09432010352611542), ('G', 6.052460670471191), ('NCE', 4.378271579742432)])
Epoch: 31, The losses are OrderedDict([('G_GAN', 2.5632236003875732), ('D_real', 0.052716948091983795), ('D_fake', 0.18822906911373138), ('G', 7.492795944213867), ('NCE', 4.929572105407715)])
Epoch: 32, The losses are OrderedDict([('G_GAN', 1.585493803024292), ('D_real', 0.3421064615249634), ('D_fake', 0.20695838332176208), ('G', 5.291937828063965), ('NCE', 3.7064437866210938)])
Epoch: 33, The losses are OrderedDict([('G_GAN', 2.471538782119751), ('D_real', 0.0711488425731659), ('D_fake', 0.2025648057460785), ('G', 7.062965393066406), ('NCE', 4.591426372528076)])
Epoch: 34, The losses are OrderedDict([('G_GAN', 1.5525531768798828), ('D_real', 0.3001428246498108), ('D_fake', 0.21599121391773224), ('G', 5.136575698852539), ('NCE', 3.5840225219726562)])
Epoch: 35, The losses are OrderedDict([('G_GAN', 2.1018261909484863), ('D_real', 0.47137656807899475), ('D_fake', 0.08718068152666092), ('G', 6.022230625152588), ('NCE', 3.9204044342041016)])
Epoch: 36, The losses are OrderedDict([('G_GAN', 2.76515531539917), ('D_real', 0.4293663203716278), ('D_fake', 0.030634986236691475), ('G', 6.848773002624512), ('NCE', 4.083617687225342)])
Epoch: 37, The losses are OrderedDict([('G_GAN', 1.9624603986740112), ('D_real', 0.4034527540206909), ('D_fake', 0.07705829292535782), ('G', 5.887664318084717), ('NCE', 3.925204038619995)])
Epoch: 38, The losses are OrderedDict([('G_GAN', 2.476077079772949), ('D_real', 0.42639002203941345), ('D_fake', 0.06447387486696243), ('G', 6.688426494598389), ('NCE', 4.2123494148254395)])
Epoch: 39, The losses are OrderedDict([('G_GAN', 1.9364814758300781), ('D_real', 0.29984503984451294), ('D_fake', 0.26763734221458435), ('G', 5.901556015014648), ('NCE', 3.965074300765991)])
Epoch: 40, The losses are OrderedDict([('G_GAN', 1.3164464235305786), ('D_real', 0.1584520787000656), ('D_fake', 0.33010613918304443), ('G', 5.148445129394531), ('NCE', 3.831998825073242)])
Epoch: 41, The losses are OrderedDict([('G_GAN', 1.5817275047302246), ('D_real', 0.022048505023121834), ('D_fake', 0.6039632558822632), ('G', 5.748210906982422), ('NCE', 4.166483402252197)])
Epoch: 42, The losses are OrderedDict([('G_GAN', 1.9263869524002075), ('D_real', 0.33069202303886414), ('D_fake', 0.10085644572973251), ('G', 6.480673789978027), ('NCE', 4.554286956787109)])
Epoch: 43, The losses are OrderedDict([('G_GAN', 1.809298038482666), ('D_real', 0.17378486692905426), ('D_fake', 0.1415240466594696), ('G', 6.73215913772583), ('NCE', 4.922861099243164)])
Epoch: 44, The losses are OrderedDict([('G_GAN', 2.3941221237182617), ('D_real', 0.024327009916305542), ('D_fake', 0.1305680274963379), ('G', 6.985583305358887), ('NCE', 4.591461181640625)])
Epoch: 45, The losses are OrderedDict([('G_GAN', 2.1485023498535156), ('D_real', 0.4599345922470093), ('D_fake', 0.05493306741118431), ('G', 5.928256034851074), ('NCE', 3.7797539234161377)])
Epoch: 46, The losses are OrderedDict([('G_GAN', 2.8038265705108643), ('D_real', 0.14930634200572968), ('D_fake', 0.06691126525402069), ('G', 7.310816764831543), ('NCE', 4.506990432739258)])
Epoch: 47, The losses are OrderedDict([('G_GAN', 2.120129346847534), ('D_real', 0.1270884871482849), ('D_fake', 0.13095183670520782), ('G', 6.083462715148926), ('NCE', 3.9633336067199707)])
Epoch: 48, The losses are OrderedDict([('G_GAN', 2.6932640075683594), ('D_real', 0.18833373486995697), ('D_fake', 0.1484931856393814), ('G', 7.29199743270874), ('NCE', 4.598733425140381)])
Epoch: 49, The losses are OrderedDict([('G_GAN', 1.892636775970459), ('D_real', 0.027853714302182198), ('D_fake', 0.5535266995429993), ('G', 6.364830017089844), ('NCE', 4.472193241119385)])
Epoch: 50, The losses are OrderedDict([('G_GAN', 1.5091198682785034), ('D_real', 0.5535179972648621), ('D_fake', 0.2146693468093872), ('G', 5.924068927764893), ('NCE', 4.4149489402771)])
Epoch: 51, The losses are OrderedDict([('G_GAN', 1.4936789274215698), ('D_real', 0.08299411833286285), ('D_fake', 0.29621338844299316), ('G', 5.834561824798584), ('NCE', 4.340882778167725)])
Epoch: 52, The losses are OrderedDict([('G_GAN', 1.6899768114089966), ('D_real', 0.5573570132255554), ('D_fake', 0.05409720912575722), ('G', 6.020894527435303), ('NCE', 4.330917835235596)])
Epoch: 53, The losses are OrderedDict([('G_GAN', 2.413517951965332), ('D_real', 0.5687218904495239), ('D_fake', 0.023609573021531105), ('G', 6.47175931930542), ('NCE', 4.058241367340088)])
Epoch: 54, The losses are OrderedDict([('G_GAN', 1.9049561023712158), ('D_real', 0.3798202872276306), ('D_fake', 0.05166348069906235), ('G', 5.878667831420898), ('NCE', 3.9737117290496826)])
Epoch: 55, The losses are OrderedDict([('G_GAN', 2.1946985721588135), ('D_real', 0.6035783886909485), ('D_fake', 0.06825233995914459), ('G', 5.914802551269531), ('NCE', 3.7201039791107178)])
Epoch: 56, The losses are OrderedDict([('G_GAN', 1.6245734691619873), ('D_real', 0.15454109013080597), ('D_fake', 0.3626928925514221), ('G', 5.72318172454834), ('NCE', 4.098608016967773)])
Epoch: 57, The losses are OrderedDict([('G_GAN', 1.7096621990203857), ('D_real', 0.17358839511871338), ('D_fake', 0.39455652236938477), ('G', 5.5930891036987305), ('NCE', 3.8834266662597656)])
Epoch: 58, The losses are OrderedDict([('G_GAN', 3.036998748779297), ('D_real', 0.5141614675521851), ('D_fake', 0.02625369280576706), ('G', 6.883571624755859), ('NCE', 3.8465726375579834)])
Epoch: 59, The losses are OrderedDict([('G_GAN', 2.1403558254241943), ('D_real', 0.3021736741065979), ('D_fake', 0.12055044621229172), ('G', 6.381521224975586), ('NCE', 4.241165637969971)])
Epoch: 60, The losses are OrderedDict([('G_GAN', 2.0584404468536377), ('D_real', 0.08856907486915588), ('D_fake', 0.11881055682897568), ('G', 5.45873498916626), ('NCE', 3.400294542312622)])
Epoch: 61, The losses are OrderedDict([('G_GAN', 1.5947885513305664), ('D_real', 0.7285104990005493), ('D_fake', 0.12373166531324387), ('G', 6.423682689666748), ('NCE', 4.828894138336182)])
Epoch: 62, The losses are OrderedDict([('G_GAN', 1.7537107467651367), ('D_real', 0.2717350125312805), ('D_fake', 0.1266205757856369), ('G', 5.317695617675781), ('NCE', 3.5639846324920654)])
Epoch: 63, The losses are OrderedDict([('G_GAN', 2.6087870597839355), ('D_real', 0.03850265592336655), ('D_fake', 0.14632104337215424), ('G', 8.323297500610352), ('NCE', 5.714510917663574)])
Epoch: 64, The losses are OrderedDict([('G_GAN', 1.7939817905426025), ('D_real', 0.06310001760721207), ('D_fake', 0.21119703352451324), ('G', 6.0844573974609375), ('NCE', 4.290475368499756)])
Epoch: 65, The losses are OrderedDict([('G_GAN', 2.5724024772644043), ('D_real', 0.021407321095466614), ('D_fake', 0.2499864101409912), ('G', 6.320742607116699), ('NCE', 3.748340368270874)])
Epoch: 66, The losses are OrderedDict([('G_GAN', 2.6375038623809814), ('D_real', 0.10100831836462021), ('D_fake', 0.13431449234485626), ('G', 6.636364936828613), ('NCE', 3.998861074447632)])
Epoch: 67, The losses are OrderedDict([('G_GAN', 2.4450643062591553), ('D_real', 0.02076842449605465), ('D_fake', 0.10807380080223083), ('G', 6.174028396606445), ('NCE', 3.728964328765869)])
Epoch: 68, The losses are OrderedDict([('G_GAN', 1.4426642656326294), ('D_real', 0.534401535987854), ('D_fake', 0.15576009452342987), ('G', 5.052774906158447), ('NCE', 3.6101105213165283)])
Epoch: 69, The losses are OrderedDict([('G_GAN', 2.3064141273498535), ('D_real', 0.10357996821403503), ('D_fake', 0.0889563336968422), ('G', 6.334648609161377), ('NCE', 4.028234481811523)])
Epoch: 70, The losses are OrderedDict([('G_GAN', 2.179640531539917), ('D_real', 0.5353043675422668), ('D_fake', 0.060722604393959045), ('G', 6.266017913818359), ('NCE', 4.086377143859863)])
Epoch: 71, The losses are OrderedDict([('G_GAN', 3.333646535873413), ('D_real', 0.022971261292696), ('D_fake', 0.034933045506477356), ('G', 7.119353294372559), ('NCE', 3.7857067584991455)])
Epoch: 72, The losses are OrderedDict([('G_GAN', 2.7656381130218506), ('D_real', 0.08205448091030121), ('D_fake', 0.07788258790969849), ('G', 6.690623760223389), ('NCE', 3.924985647201538)])
Epoch: 73, The losses are OrderedDict([('G_GAN', 1.3937660455703735), ('D_real', 0.24353229999542236), ('D_fake', 0.2517695128917694), ('G', 5.842898368835449), ('NCE', 4.449132442474365)])
Epoch: 74, The losses are OrderedDict([('G_GAN', 2.3997836112976074), ('D_real', 0.17157863080501556), ('D_fake', 0.10538914054632187), ('G', 6.427264213562012), ('NCE', 4.027480602264404)])
Epoch: 75, The losses are OrderedDict([('G_GAN', 2.4485387802124023), ('D_real', 0.030859485268592834), ('D_fake', 0.2571871876716614), ('G', 6.839543342590332), ('NCE', 4.39100456237793)])
Epoch: 76, The losses are OrderedDict([('G_GAN', 4.030637741088867), ('D_real', 0.022487055510282516), ('D_fake', 0.03630620241165161), ('G', 9.466692924499512), ('NCE', 5.4360551834106445)])
Epoch: 77, The losses are OrderedDict([('G_GAN', 1.8906590938568115), ('D_real', 0.6477524042129517), ('D_fake', 0.16541996598243713), ('G', 5.461369037628174), ('NCE', 3.5707099437713623)])
Epoch: 78, The losses are OrderedDict([('G_GAN', 2.2692224979400635), ('D_real', 0.2607080042362213), ('D_fake', 0.1256963163614273), ('G', 7.03671932220459), ('NCE', 4.767496585845947)])
Epoch: 79, The losses are OrderedDict([('G_GAN', 2.2808518409729004), ('D_real', 0.33824050426483154), ('D_fake', 0.051472026854753494), ('G', 6.086472511291504), ('NCE', 3.8056209087371826)])
Epoch: 80, The losses are OrderedDict([('G_GAN', 3.1374800205230713), ('D_real', 0.03688383474946022), ('D_fake', 0.240683451294899), ('G', 7.331000328063965), ('NCE', 4.193520545959473)])
Epoch: 81, The losses are OrderedDict([('G_GAN', 2.6459200382232666), ('D_real', 0.3956044912338257), ('D_fake', 0.17965014278888702), ('G', 5.95826530456543), ('NCE', 3.312345504760742)])
Epoch: 82, The losses are OrderedDict([('G_GAN', 2.323420763015747), ('D_real', 0.07459898293018341), ('D_fake', 0.21112966537475586), ('G', 6.605194091796875), ('NCE', 4.281773567199707)])
Epoch: 83, The losses are OrderedDict([('G_GAN', 2.6354024410247803), ('D_real', 0.04419861361384392), ('D_fake', 0.31762608885765076), ('G', 6.540761947631836), ('NCE', 3.9053597450256348)])
Epoch: 84, The losses are OrderedDict([('G_GAN', 1.7143704891204834), ('D_real', 0.685264527797699), ('D_fake', 0.11016824096441269), ('G', 5.935295104980469), ('NCE', 4.2209248542785645)])
Epoch: 85, The losses are OrderedDict([('G_GAN', 1.9410980939865112), ('D_real', 0.385549396276474), ('D_fake', 0.12805375456809998), ('G', 6.035940647125244), ('NCE', 4.094842433929443)])
Epoch: 86, The losses are OrderedDict([('G_GAN', 1.6602764129638672), ('D_real', 0.04505627974867821), ('D_fake', 0.42220520973205566), ('G', 5.294797897338867), ('NCE', 3.634521245956421)])
Epoch: 87, The losses are OrderedDict([('G_GAN', 2.079838275909424), ('D_real', 0.21764206886291504), ('D_fake', 0.09476985037326813), ('G', 6.743345260620117), ('NCE', 4.663506984710693)])
Epoch: 88, The losses are OrderedDict([('G_GAN', 2.282130479812622), ('D_real', 0.0742952823638916), ('D_fake', 0.09010369330644608), ('G', 6.217679977416992), ('NCE', 3.935549259185791)])
Epoch: 89, The losses are OrderedDict([('G_GAN', 2.3451876640319824), ('D_real', 0.2242378443479538), ('D_fake', 0.08886983245611191), ('G', 6.80636739730835), ('NCE', 4.461179733276367)])
Epoch: 90, The losses are OrderedDict([('G_GAN', 1.8410357236862183), ('D_real', 0.38582199811935425), ('D_fake', 0.1576072722673416), ('G', 5.607666492462158), ('NCE', 3.7666308879852295)])
Epoch: 91, The losses are OrderedDict([('G_GAN', 2.554030179977417), ('D_real', 0.03317098319530487), ('D_fake', 0.1846325844526291), ('G', 6.445642948150635), ('NCE', 3.8916127681732178)])
Epoch: 92, The losses are OrderedDict([('G_GAN', 1.4543333053588867), ('D_real', 0.4407278299331665), ('D_fake', 0.22934015095233917), ('G', 5.63145112991333), ('NCE', 4.177117824554443)])
Epoch: 93, The losses are OrderedDict([('G_GAN', 2.057722330093384), ('D_real', 0.14026138186454773), ('D_fake', 0.12791688740253448), ('G', 7.040645599365234), ('NCE', 4.98292350769043)])
Epoch: 94, The losses are OrderedDict([('G_GAN', 1.9868699312210083), ('D_real', 0.2587973177433014), ('D_fake', 0.14300179481506348), ('G', 8.569321632385254), ('NCE', 6.582451820373535)])
Epoch: 95, The losses are OrderedDict([('G_GAN', 3.0083343982696533), ('D_real', 0.08672118186950684), ('D_fake', 0.16351020336151123), ('G', 6.957878589630127), ('NCE', 3.9495441913604736)])
Epoch: 96, The losses are OrderedDict([('G_GAN', 2.6339144706726074), ('D_real', 0.05229421705007553), ('D_fake', 0.139504536986351), ('G', 6.472096920013428), ('NCE', 3.8381824493408203)])
Epoch: 97, The losses are OrderedDict([('G_GAN', 2.795224189758301), ('D_real', 0.040662553161382675), ('D_fake', 0.11819238215684891), ('G', 6.559788703918457), ('NCE', 3.7645645141601562)])
Epoch: 98, The losses are OrderedDict([('G_GAN', 2.270282506942749), ('D_real', 0.10324791073799133), ('D_fake', 0.113217294216156), ('G', 6.429446220397949), ('NCE', 4.159163475036621)])
Epoch: 99, The losses are OrderedDict([('G_GAN', 1.9768644571304321), ('D_real', 0.4074016809463501), ('D_fake', 0.15941956639289856), ('G', 5.8511481285095215), ('NCE', 3.8742835521698)])
Epoch: 100, The losses are OrderedDict([('G_GAN', 2.4079813957214355), ('D_real', 0.19525092840194702), ('D_fake', 0.07187366485595703), ('G', 6.062280178070068), ('NCE', 3.654298782348633)])
Epoch: 101, The losses are OrderedDict([('G_GAN', 1.738537311553955), ('D_real', 0.4032638370990753), ('D_fake', 0.3446720242500305), ('G', 6.102535247802734), ('NCE', 4.363997936248779)])
Epoch: 102, The losses are OrderedDict([('G_GAN', 1.3018897771835327), ('D_real', 0.6628614068031311), ('D_fake', 0.2050783634185791), ('G', 4.957232475280762), ('NCE', 3.6553428173065186)])
Epoch: 103, The losses are OrderedDict([('G_GAN', 2.4689667224884033), ('D_real', 0.059375911951065063), ('D_fake', 0.09283332526683807), ('G', 6.135565280914307), ('NCE', 3.6665985584259033)])
Epoch: 104, The losses are OrderedDict([('G_GAN', 1.6815563440322876), ('D_real', 0.22537237405776978), ('D_fake', 0.21218082308769226), ('G', 5.664876461029053), ('NCE', 3.9833199977874756)])
Epoch: 105, The losses are OrderedDict([('G_GAN', 2.565305471420288), ('D_real', 0.2301269769668579), ('D_fake', 0.0306031983345747), ('G', 6.295925140380859), ('NCE', 3.7306199073791504)])
Epoch: 106, The losses are OrderedDict([('G_GAN', 1.4112101793289185), ('D_real', 0.3300846517086029), ('D_fake', 0.31066352128982544), ('G', 6.133155822753906), ('NCE', 4.721945762634277)])
Epoch: 107, The losses are OrderedDict([('G_GAN', 2.8936471939086914), ('D_real', 0.3231293559074402), ('D_fake', 0.024883713573217392), ('G', 7.381346225738525), ('NCE', 4.487699031829834)])
Epoch: 108, The losses are OrderedDict([('G_GAN', 2.9798669815063477), ('D_real', 0.06298615783452988), ('D_fake', 0.06056411936879158), ('G', 6.818235397338867), ('NCE', 3.8383686542510986)])
Epoch: 109, The losses are OrderedDict([('G_GAN', 2.2710890769958496), ('D_real', 0.25430381298065186), ('D_fake', 0.06634404510259628), ('G', 5.816509246826172), ('NCE', 3.5454204082489014)])
Epoch: 110, The losses are OrderedDict([('G_GAN', 1.6187630891799927), ('D_real', 0.037622127681970596), ('D_fake', 0.4881255626678467), ('G', 6.121501445770264), ('NCE', 4.5027384757995605)])
Epoch: 111, The losses are OrderedDict([('G_GAN', 1.4683797359466553), ('D_real', 0.0328214094042778), ('D_fake', 0.40553197264671326), ('G', 5.823395729064941), ('NCE', 4.355016231536865)])
Epoch: 112, The losses are OrderedDict([('G_GAN', 2.007002592086792), ('D_real', 0.7754078507423401), ('D_fake', 0.09725509583950043), ('G', 6.315391540527344), ('NCE', 4.308389186859131)])
Epoch: 113, The losses are OrderedDict([('G_GAN', 2.060685157775879), ('D_real', 0.293813019990921), ('D_fake', 0.12241387367248535), ('G', 6.588333606719971), ('NCE', 4.527648448944092)])
Epoch: 114, The losses are OrderedDict([('G_GAN', 2.407444715499878), ('D_real', 0.035799458622932434), ('D_fake', 0.13309767842292786), ('G', 5.772096157073975), ('NCE', 3.3646514415740967)])
Epoch: 115, The losses are OrderedDict([('G_GAN', 2.3932597637176514), ('D_real', 0.2650386393070221), ('D_fake', 0.24287739396095276), ('G', 6.348880767822266), ('NCE', 3.9556210041046143)])
Epoch: 116, The losses are OrderedDict([('G_GAN', 1.721935749053955), ('D_real', 0.11567771434783936), ('D_fake', 0.19811825454235077), ('G', 6.008028030395508), ('NCE', 4.286092281341553)])
Epoch: 117, The losses are OrderedDict([('G_GAN', 1.651448369026184), ('D_real', 0.513841986656189), ('D_fake', 0.1340416818857193), ('G', 5.256004810333252), ('NCE', 3.6045563220977783)])
Epoch: 118, The losses are OrderedDict([('G_GAN', 2.9816315174102783), ('D_real', 0.03467334061861038), ('D_fake', 0.10420871526002884), ('G', 7.0763444900512695), ('NCE', 4.094712734222412)])
Epoch: 119, The losses are OrderedDict([('G_GAN', 2.408447027206421), ('D_real', 0.20726042985916138), ('D_fake', 0.042511601001024246), ('G', 6.18505334854126), ('NCE', 3.776606321334839)])
Epoch: 120, The losses are OrderedDict([('G_GAN', 2.710588216781616), ('D_real', 0.03300754353404045), ('D_fake', 0.22728033363819122), ('G', 6.526616096496582), ('NCE', 3.816027879714966)])
Epoch: 121, The losses are OrderedDict([('G_GAN', 2.681325912475586), ('D_real', 0.10981956124305725), ('D_fake', 0.06786883622407913), ('G', 6.155852317810059), ('NCE', 3.4745261669158936)])
Epoch: 122, The losses are OrderedDict([('G_GAN', 2.8899571895599365), ('D_real', 0.11011168360710144), ('D_fake', 0.1185782328248024), ('G', 7.124428749084473), ('NCE', 4.234471797943115)])
Epoch: 123, The losses are OrderedDict([('G_GAN', 2.306307077407837), ('D_real', 0.19576503336429596), ('D_fake', 0.11185651272535324), ('G', 6.866172790527344), ('NCE', 4.559865951538086)])
Epoch: 124, The losses are OrderedDict([('G_GAN', 2.618134021759033), ('D_real', 0.10888534039258957), ('D_fake', 0.09379411488771439), ('G', 6.311825752258301), ('NCE', 3.6936919689178467)])
Epoch: 125, The losses are OrderedDict([('G_GAN', 3.3525664806365967), ('D_real', 0.09466042369604111), ('D_fake', 0.014035514555871487), ('G', 7.589111328125), ('NCE', 4.236544609069824)])
Epoch: 126, The losses are OrderedDict([('G_GAN', 1.135042667388916), ('D_real', 0.4622243642807007), ('D_fake', 0.3084277808666229), ('G', 5.733369827270508), ('NCE', 4.598327159881592)])
Epoch: 127, The losses are OrderedDict([('G_GAN', 2.7751736640930176), ('D_real', 0.05221570283174515), ('D_fake', 0.0706215500831604), ('G', 6.47222900390625), ('NCE', 3.6970555782318115)])
Epoch: 128, The losses are OrderedDict([('G_GAN', 1.5312715768814087), ('D_real', 0.38420629501342773), ('D_fake', 0.36514121294021606), ('G', 6.890533924102783), ('NCE', 5.359262466430664)])
Epoch: 129, The losses are OrderedDict([('G_GAN', 1.6873769760131836), ('D_real', 0.24047808349132538), ('D_fake', 0.12210653722286224), ('G', 5.507363319396973), ('NCE', 3.819986343383789)])
Epoch: 130, The losses are OrderedDict([('G_GAN', 4.019854545593262), ('D_real', 0.04356619715690613), ('D_fake', 0.10045687109231949), ('G', 7.705934524536133), ('NCE', 3.68608021736145)])
Epoch: 131, The losses are OrderedDict([('G_GAN', 3.28041672706604), ('D_real', 0.0649329423904419), ('D_fake', 0.09845751523971558), ('G', 6.906943321228027), ('NCE', 3.6265265941619873)])
Epoch: 132, The losses are OrderedDict([('G_GAN', 2.635389804840088), ('D_real', 0.03627600893378258), ('D_fake', 0.14109587669372559), ('G', 6.373333930969238), ('NCE', 3.7379443645477295)])
Epoch: 133, The losses are OrderedDict([('G_GAN', 2.980485677719116), ('D_real', 0.04395604506134987), ('D_fake', 0.14474664628505707), ('G', 6.68797492980957), ('NCE', 3.707489013671875)])
Epoch: 134, The losses are OrderedDict([('G_GAN', 2.3643147945404053), ('D_real', 0.34902021288871765), ('D_fake', 0.035218290984630585), ('G', 6.521475791931152), ('NCE', 4.157161235809326)])
Epoch: 135, The losses are OrderedDict([('G_GAN', 1.5403372049331665), ('D_real', 0.4495387077331543), ('D_fake', 0.2270619422197342), ('G', 5.6338982582092285), ('NCE', 4.093561172485352)])
Epoch: 136, The losses are OrderedDict([('G_GAN', 3.563063859939575), ('D_real', 0.02904280461370945), ('D_fake', 0.0364149808883667), ('G', 7.473535537719727), ('NCE', 3.9104714393615723)])
Epoch: 137, The losses are OrderedDict([('G_GAN', 1.7373470067977905), ('D_real', 0.338272362947464), ('D_fake', 0.21523523330688477), ('G', 5.950475215911865), ('NCE', 4.213128089904785)])
Epoch: 138, The losses are OrderedDict([('G_GAN', 2.1278176307678223), ('D_real', 0.19766686856746674), ('D_fake', 0.08901195973157883), ('G', 5.714138031005859), ('NCE', 3.586320161819458)])
Epoch: 139, The losses are OrderedDict([('G_GAN', 2.0086326599121094), ('D_real', 0.20934757590293884), ('D_fake', 0.20999786257743835), ('G', 6.924238681793213), ('NCE', 4.9156060218811035)])
